text,label
44,0
],0
"*,",0
wearier,0
"@$""\",0
77,0
100,0
#|@]$,0
)_,0
^=!-+,0
Na0.62Mn0.56Co0.18Ni0.26O2,1
proprivilege,0
&?',0
={-,0
80,0
Na1.0FeO2,1
entering,0
+^>_,0
Na0.1Ni0.95W0.04Pd0.01O2,1
"""!'",0
/_/,0
!,0
"}'_""",0
31,0
20,0
NaxReyIr1-yO2,1
#,0
overadvice,0
Na0.58PdO2,1
sweetener,0
boroughmaster,0
NaxTa0.99Re0.01Mo0.0O2,1
foots,0
Na0.74PdO2,1
husk,0
excavatory,0
<,0
$=,0
75,0
6,0
sherardize,0
Na0.03CrO2,1
67,0
56,0
+#,0
{&-{,0
grammarian,0
impromptuary,0
Na0.56RhO2,1
